cod poblacion,poblacion,cod provincia,provincia
69,Olula del Río,4,Almería
62,Macael,4,Almería
56,Laroya,4,Almería
44,Fines,4,Almería
76,Purchena,4,Almería
85,Somontín,4,Almería
61,Lúcar,4,Almería
87,Suflí,4,Almería
84,Sierro,4,Almería
96,Urrácal,4,Almería
92,Tíjola,4,Almería
61,Lúcar,4,Almería
92,Tíjola,4,Almería
21,Bayarque,4,Almería
18,Armuña de Almanzora,4,Almería
19,Bacares,4,Almería
92,Tíjola,4,Almería
83,Serón,4,Almería
83,Serón,4,Almería
8,Alcóntar,4,Almería
8,Alcóntar,4,Almería
83,Serón,4,Almería
83,Serón,4,Almería
70,Oria,4,Almería
53,Huércal-Overa,4,Almería
19,Ávila,5,Ávila
19,Ávila,5,Ávila
19,Ávila,5,Ávila
19,Ávila,5,Ávila
19,Ávila,5,Ávila
163,Navaluenga,5,Ávila
22,El Barraco,5,Ávila
211,San Juan de la Nava,5,Ávila
41,Burgohondo,5,Ávila
905,Villanueva de Ávila,5,Ávila
233,Serranillos,5,Ávila
167,Navarrevisca,5,Ávila
233,Serranillos,5,Ávila
212,San Juan del Molinillo,5,Ávila
166,Navarredondilla,5,Ávila
158,Navalmoral,5,Ávila
169,Navatalgordo,5,Ávila
164,Navaquesera,5,Ávila
101,Hoyocasero,5,Ávila
160,Navalosa,5,Ávila
238,Solosancho,5,Ávila
148,Narros del Puerto,5,Ávila
96,La Hija de Dios,5,Ávila
125,Mengamuñoz,5,Ávila
106,Hoyos de Miguel Muñoz,5,Ávila
58,Cepeda la Mora,5,Ávila
216,San Martín del Pimpollar,5,Ávila
215,San Martín de la Vega del Alberche,5,Ávila
154,Navadijos,5,Ávila
157,Navalacruz,5,Ávila
81,Garganta del Villar,5,Ávila
120,Marlín,5,Ávila
121,Martiherrero,5,Ávila
40,Bularros,5,Ávila
53,Casasola,5,Ávila
79,Gallegos de Altamiros,5,Ávila
67,Chamartín,5,Ávila
205,Sanchorreja,5,Ávila
145,Narrillos del Rebollar,5,Ávila
252,Valdecasa,5,Ávila
136,Muñico,5,Ávila
213,San Juan del Olmo,5,Ávila
119,Manjabálago y Ortigosa de Rioalmar,5,Ávila
265,Vita,5,Ávila
180,El Parral,5,Ávila
209,San García de Ingelmos,5,Ávila
118,Mancera de Arriba,5,Ávila
33,Blascomillán,5,Ávila
131,Mirueña de los Infanzones,5,Ávila
94,Herreros de Suso,5,Ávila
80,Gallegos de Sobrinos,5,Ávila
107,Hurtumpascual,5,Ávila
44,Cabezas del Villar,5,Ávila
237,Solana de Rioalmar,5,Ávila
59,Cillán,5,Ávila
181,Pascualcobo,5,Ávila
194,Riocabado,5,Ávila
218,San Miguel de Serrezuela,5,Ávila
122,Martínez,5,Ávila
903,Diego del Carpio,5,Ávila
122,Martínez,5,Ávila
116,Malpartida de Corneja,5,Ávila
129,El Mirón,5,Ávila
15,Arevalillo,5,Ávila
25,Becedillas,5,Ávila
63,Collado del Mirón,5,Ávila
144,Narrillos del Álamo,5,Ávila
266,Zapardiel de la Cañada,5,Ávila
129,El Mirón,5,Ávila
19,Ávila,5,Ávila
128,Mingorría,5,Ávila
27,Las Berlanas,5,Ávila
133,Monsalupe,5,Ávila
87,Gotarrendura,5,Ávila
185,Peñalba de Ávila,5,Ávila
92,Hernansancho,5,Ávila
194,Riocabado,5,Ávila
219,San Pascual,5,Ávila
258,Villanueva de Gómez,5,Ávila
175,El Oso,5,Ávila
45,Cabizuela,5,Ávila
183,Pedro-Rodríguez,5,Ávila
242,Tiñosillos,5,Ávila
36,El Bohodón,5,Ávila
241,El Tiemblo,5,Ávila
195,Riofrío,5,Ávila
130,Mironcillo,5,Ávila
172,Niharra,5,Ávila
61,La Colilla,5,Ávila
232,La Serrada,5,Ávila
141,Muñopepe,5,Ávila
902,Santa María del Cubillo,5,Ávila
173,Ojos-Albos,5,Ávila
123,Mediana de Voltoya,5,Ávila
19,Ávila,5,Ávila
30,Berrocalejo de Aragona,5,Ávila
19,Ávila,5,Ávila
93,Herradón de Pinares,5,Ávila
245,Tornadizos de Ávila,5,Ávila
83,Gemuño,5,Ávila
76,El Fresno,5,Ávila
19,Ávila,5,Ávila
239,Sotalbo,5,Ávila
16,Arévalo,5,Ávila
99,Horcajo de las Torres,5,Ávila
210,San Juan de la Encinilla,5,Ávila
43,Cabezas del Pozo,5,Ávila
29,Bernuy-Zapardiel,5,Ávila
60,Cisla,5,Ávila
48,Cantiveros,5,Ávila
77,Fuente el Saúz,5,Ávila
259,Villanueva del Aceral,5,Ávila
46,Canales,5,Ávila
78,Fuentes de Año,5,Ávila
8,Aldeaseca,5,Ávila
109,Langa,5,Ávila
178,Palacios de Goda,5,Ávila
70,Donvidas,5,Ávila
235,Sinlabajos,5,Ávila
152,Nava de Arévalo,5,Ávila
231,San Vicente de Arévalo,5,Ávila
64,Constanzana,5,Ávila
42,Cabezas de Alambre,5,Ávila
69,Donjimeno,5,Ávila
114,Madrigal de las Altas Torres,5,Ávila
26,Bercial de Zapardiel,5,Ávila
23,Barromán,5,Ávila
56,Castellanos de Zapardiel,5,Ávila
208,San Esteban de Zapardiel,5,Ávila
168,Las Navas del Marqués,5,Ávila
184,Peguerinos,5,Ávila
168,Las Navas del Marqués,5,Ávila
161,Navalperal de Pinares,5,Ávila
102,El Hoyo de Pinares,5,Ávila
57,Cebreros,5,Ávila
201,San Bartolomé de Pinares,5,Ávila
93,Herradón de Pinares,5,Ávila
222,Santa Cruz de Pinares,5,Ávila
241,El Tiemblo,5,Ávila
22,El Barraco,5,Ávila
241,El Tiemblo,5,Ávila
241,El Tiemblo,5,Ávila
128,Mingorría,5,Ávila
243,Tolbaños,5,Ávila
206,San Esteban de los Patos,5,Ávila
35,Blascosancho,5,Ávila
204,Sanchidrián,5,Ávila
115,Maello,5,Ávila
229,Santo Domingo de las Posadas,5,Ávila
254,Velayos,5,Ávila
177,Pajares de Adaja,5,Ávila
190,Pozanco,5,Ávila
253,Vega de Santa María,5,Ávila
93,Herradón de Pinares,5,Ávila
174,Orbita,5,Ávila
90,Gutierre-Muñoz,5,Ávila
72,Espinosa de los Caballeros,5,Ávila
1,Adanero,5,Ávila
193,Rasueros,5,Ávila
243,Tolbaños,5,Ávila
117,Mamblas,5,Ávila
34,Blasconuño de Matacabras,5,Ávila
134,Moraleja de Matacabras,5,Ávila
65,Crespos,5,Ávila
196,Rivilla de Barajas,5,Ávila
65,Crespos,5,Ávila
139,Muñogrande,5,Ávila
62,Collado de Contreras,5,Ávila
264,Viñegra de Moraña,5,Ávila
74,Fontiveros,5,Ávila
49,Cardeñosa,5,Ávila
40,Bularros,5,Ávila
17,Aveinte,5,Ávila
220,San Pedro del Arroyo,5,Ávila
17,Aveinte,5,Ávila
234,Sigeres,5,Ávila
39,Brabos,5,Ávila
88,Grandes y San Martín,5,Ávila
230,Santo Tomé de Zabarcos,5,Ávila
256,Villaflor,5,Ávila
139,Muñogrande,5,Ávila
210,San Juan de la Encinilla,5,Ávila
149,Narros de Saldueña,5,Ávila
140,Muñomer del Peco,5,Ávila
179,Papatrigo,5,Ávila
5,Albornos,5,Ávila
105,Hoyos del Espino,5,Ávila
73,Flores de Ávila,5,Ávila
147,Narros del Castillo,5,Ávila
198,Salvadiós,5,Ávila
142,Muñosancho,5,Ávila
86,Gimialcón,5,Ávila
33,Blascomillán,5,Ávila
14,Arenas de San Pedro,5,Ávila
132,Mombeltrán,5,Ávila
207,San Esteban del Valle,5,Ávila
221,Santa Cruz del Valle,5,Ávila
262,Villarejo del Valle,5,Ávila
66,Cuevas del Valle,5,Ávila
100,El Hornillo,5,Ávila
13,El Arenal,5,Ávila
89,Guisando,5,Ávila
14,Arenas de San Pedro,5,Ávila
240,Sotillo de la Adrada,5,Ávila
75,Fresnedilla,5,Ávila
95,Higuera de las Dueñas,5,Ávila
55,Casillas,5,Ávila
55,Casillas,5,Ávila
227,Santa María del Tiétar,5,Ávila
156,Navahondilla,5,Ávila
2,La Adrada,5,Ávila
187,Piedralaves,5,Ávila
54,Casavieja,5,Ávila
82,Gavilanes,5,Ávila
127,Mijares,5,Ávila
182,Pedro Bernardo,5,Ávila
47,Candeleda,5,Ávila
47,Candeleda,5,Ávila
110,Lanzahíta,5,Ávila
132,Mombeltrán,5,Ávila
189,Poyales del Hoyo,5,Ávila
186,Piedrahíta,5,Ávila
225,Santa María del Berrocal,5,Ávila
225,Santa María del Berrocal,5,Ávila
41,Burgohondo,5,Ávila
246,Tórtoles,5,Ávila
38,Bonilla de la Sierra,5,Ávila
217,San Miguel de Corneja,5,Ávila
126,Mesegar de Corneja,5,Ávila
155,Navaescurial,5,Ávila
186,Piedrahíta,5,Ávila
103,Hoyorredondo,5,Ávila
261,Villar de Corneja,5,Ávila
200,San Bartolomé de Corneja,5,Ávila
24,Gijón,33,Asturias
176,Padiernos,5,Ávila
197,Salobral,5,Ávila
247,La Torre,5,Ávila
138,Muñogalindo,5,Ávila
224,Santa María del Arroyo,5,Ávila
247,La Torre,5,Ávila
135,Muñana,5,Ávila
187,Piedralaves,5,Ávila
263,Villatoro,5,Ávila
191,Pradosegar,5,Ávila
12,Amavida,5,Ávila
143,Muñotello,5,Ávila
188,Poveda,5,Ávila
251,Vadillo de la Sierra,5,Ávila
38,Bonilla de la Sierra,5,Ávila
257,Villafranca de la Sierra,5,Ávila
52,Casas del Puerto,5,Ávila
151,Navacepedilla de Corneja,5,Ávila
7,Aldeanueva de Santa Cruz,5,Ávila
226,Santa María de los Caballeros,5,Ávila
18,Avellaneda,5,Ávila
226,Santa María de los Caballeros,5,Ávila
260,Villanueva del Campillo,5,Ávila
228,Santiago del Collado,5,Ávila
10,La Aldehuela,5,Ávila
21,El Barco de Ávila,5,Ávila
24,Becedas,5,Ávila
199,San Bartolomé de Béjar,5,Ávila
124,Medinilla,5,Ávila
84,Gilbuena,5,Ávila
171,Neila de San Miguel,5,Ávila
51,La Carrera,5,Ávila
236,Solana de Ávila,5,Ávila
192,Puerto Castilla,5,Ávila
904,Santiago del Tormes,5,Ávila
37,Bohoyo,5,Ávila
267,Zapardiel de la Ribera,5,Ávila
162,Navalperal de Tormes,5,Ávila
162,Navalperal de Tormes,5,Ávila
901,San Juan de Gredos,5,Ávila
901,San Juan de Gredos,5,Ávila
105,Hoyos del Espino,5,Ávila
104,Hoyos del Collado,5,Ávila
165,Navarredonda de Gredos,5,Ávila
82,Gavilanes,5,Ávila
113,Los Llanos de Tormes,5,Ávila
37,Bohoyo,5,Ávila
236,Solana de Ávila,5,Ávila
112,El Losar del Barco,5,Ávila
85,Gil García,5,Ávila
249,Umbrías,5,Ávila
108,Junciana,5,Ávila
24,Becedas,5,Ávila
97,La Horcajada,5,Ávila
214,San Lorenzo de Tormes,5,Ávila
97,La Horcajada,5,Ávila
244,Tormellas,5,Ávila
159,Navalonguilla,5,Ávila
170,Navatejares,5,Ávila
153,Nava del Barco,5,Ávila
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
95,Olivenza,6,Badajoz
42,Cheles,6,Badajoz
95,Olivenza,6,Badajoz
95,Olivenza,6,Badajoz
95,Olivenza,6,Badajoz
95,Olivenza,6,Badajoz
154,Villanueva del Fresno,6,Badajoz
93,Oliva de la Frontera,6,Badajoz
159,Zahínos,6,Badajoz
143,Valverde de Leganés,6,Badajoz
7,Alconchel,6,Badajoz
66,Higuera de Vargas,6,Badajoz
129,Táliga,6,Badajoz
140,Valencia del Mombuey,6,Badajoz
128,Talavera la Real,6,Badajoz
121,Santa Marta,6,Badajoz
16,Barcarrota,6,Badajoz
5,La Albuera,6,Badajoz
15,Badajoz,6,Badajoz
10,Almendral,6,Badajoz
131,Torre de Miguel Sesmero,6,Badajoz
92,Nogales,6,Badajoz
116,Salvaleón,6,Badajoz
61,La Haba,6,Badajoz
117,Salvatierra de los Barros,6,Badajoz
99,La Parra,6,Badajoz
89,La Morera,6,Badajoz
147,Valle de Matamoros,6,Badajoz
148,Valle de Santa Ana,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
902,Pueblonuevo del Guadiana,6,Badajoz
901,Valdelacalzada,6,Badajoz
903,Guadiana del Caudillo,6,Badajoz
72,Lobón,6,Badajoz
115,La Roca de la Sierra,6,Badajoz
107,Puebla de Obando,6,Badajoz
155,Villar del Rey,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
15,Badajoz,6,Badajoz
126,Solana de los Barros,6,Badajoz
40,Corte de Peleas,6,Badajoz
45,Entrín Bajo,6,Badajoz
126,Solana de los Barros,6,Badajoz
11,Almendralejo,6,Badajoz
2,Aceuchal,6,Badajoz
152,Villalba de los Barros,6,Badajoz
126,Solana de los Barros,6,Badajoz
133,Torremejía,6,Badajoz
149,Villafranca de los Barros,6,Badajoz
113,Ribera del Fresno,6,Badajoz
68,Hinojosa del Valle,6,Badajoz
73,Llera,6,Badajoz
69,Hornachos,6,Badajoz
106,Puebla del Prior,6,Badajoz
122,Los Santos de Maimona,6,Badajoz
52,Fuente de Cantos,6,Badajoz
31,Carmonita,6,Badajoz
27,Calzadilla de los Barros,6,Badajoz
20,Bienvenida,6,Badajoz
85,Monesterio,6,Badajoz
124,Segura de León,6,Badajoz
55,Fuentes de León,6,Badajoz
136,Usagre,6,Badajoz
86,Montemolín,6,Badajoz
26,Calera de León,6,Badajoz
24,Cabeza la Vaca,6,Badajoz
158,Zafra,6,Badajoz
108,Puebla de Sancho Pérez,6,Badajoz
81,Medina de las Torres,6,Badajoz
13,Atalaya,6,Badajoz
141,Valencia del Ventoso,6,Badajoz
50,Fregenal de la Sierra,6,Badajoz
67,Higuera la Real,6,Badajoz
54,Fuente del Maestre,6,Badajoz
22,Burguillos del Cerro,6,Badajoz
142,Valverde de Burguillos,6,Badajoz
70,Jerez de los Caballeros,6,Badajoz
70,Jerez de los Caballeros,6,Badajoz
49,Feria,6,Badajoz
71,La Lapa,6,Badajoz
108,Puebla de Sancho Pérez,6,Badajoz
8,Alconera,6,Badajoz
21,Bodonal de la Sierra,6,Badajoz
44,Don Benito,6,Badajoz
44,Don Benito,6,Badajoz
2,Aceuchal,6,Badajoz
120,Santa Amalia,6,Badajoz
60,Guareña,6,Badajoz
80,Medellín,6,Badajoz
44,Don Benito,6,Badajoz
82,Mengabril,6,Badajoz
36,Castuera,6,Badajoz
87,Monterrubio de la Serena,6,Badajoz
18,Benquerencia de la Serena,6,Badajoz
18,Benquerencia de la Serena,6,Badajoz
160,Zalamea de la Serena,6,Badajoz
47,Esparragosa de la Serena,6,Badajoz
78,Malpartida de la Serena,6,Badajoz
64,Higuera de la Serena,6,Badajoz
112,Retamal de Llerena,6,Badajoz
29,Campillo de Llerena,6,Badajoz
139,Valencia de las Torres,6,Badajoz
65,Higuera de Llerena,6,Badajoz
109,Quintana de la Serena,6,Badajoz
146,Valle de la Serena,6,Badajoz
28,Campanario,6,Badajoz
28,Campanario,6,Badajoz
75,Magacela,6,Badajoz
39,La Coronada,6,Badajoz
60,Guareña,6,Badajoz
151,Villagonzalo,6,Badajoz
138,Valdetorres,6,Badajoz
94,Oliva de Mérida,6,Badajoz
98,Palomas,6,Badajoz
104,Puebla de la Reina,6,Badajoz
79,Manchita,6,Badajoz
41,Cristina,6,Badajoz
88,Montijo,6,Badajoz
90,La Nava de Santiago,6,Badajoz
38,Cordobilla de Lácara,6,Badajoz
31,Carmonita,6,Badajoz
88,Montijo,6,Badajoz
103,Puebla de la Calzada,6,Badajoz
72,Lobón,6,Badajoz
88,Montijo,6,Badajoz
123,San Vicente de Alcántara,6,Badajoz
6,Alburquerque,6,Badajoz
37,La Codosera,6,Badajoz
6,Alburquerque,6,Badajoz
23,Cabeza del Buey,6,Badajoz
100,Peñalsordo,6,Badajoz
161,Zarza-Capilla,6,Badajoz
30,Capilla,6,Badajoz
18,Benquerencia de la Serena,6,Badajoz
23,Cabeza del Buey,6,Badajoz
18,Benquerencia de la Serena,6,Badajoz
48,Esparragosa de Lares,6,Badajoz
102,Puebla de Alcocer,6,Badajoz
127,Talarrubias,6,Badajoz
125,Siruela,6,Badajoz
57,Garlitos,6,Badajoz
114,Risco,6,Badajoz
130,Tamurejo,6,Badajoz
17,Baterno,6,Badajoz
51,Fuenlabrada de los Montes,6,Badajoz
63,Herrera del Duque,6,Badajoz
157,Villarta de los Montes,6,Badajoz
63,Herrera del Duque,6,Badajoz
35,Castilblanco,6,Badajoz
137,Valdecaballeros,6,Badajoz
56,Garbayuela,6,Badajoz
62,Helechosa de los Montes,6,Badajoz
153,Villanueva de la Serena,6,Badajoz
153,Villanueva de la Serena,6,Badajoz
44,Don Benito,6,Badajoz
153,Villanueva de la Serena,6,Badajoz
1,Acedera,6,Badajoz
61,La Haba,6,Badajoz
111,Rena,6,Badajoz
156,Villar de Rena,6,Badajoz
156,Villar de Rena,6,Badajoz
44,Don Benito,6,Badajoz
153,Villanueva de la Serena,6,Badajoz
153,Villanueva de la Serena,6,Badajoz
91,Navalvillar de Pela,6,Badajoz
1,Acedera,6,Badajoz
91,Navalvillar de Pela,6,Badajoz
97,Orellana la Vieja,6,Badajoz
96,Orellana de la Sierra,6,Badajoz
91,Navalvillar de Pela,6,Badajoz
33,Casas de Don Pedro,6,Badajoz
83,Mérida,6,Badajoz
25,Calamonte,6,Badajoz
43,Don Álvaro,6,Badajoz
162,La Zarza,6,Badajoz
4,Alange,6,Badajoz
12,Arroyo de San Serván,6,Badajoz
46,Esparragalejo,6,Badajoz
58,La Garrovilla,6,Badajoz
132,Torremayor,6,Badajoz
145,Valverde de Mérida,6,Badajoz
84,Mirandilla,6,Badajoz
135,Trujillanos,6,Badajoz
119,San Pedro de Mérida,6,Badajoz
9,Aljucén,6,Badajoz
32,El Carrascalejo,6,Badajoz
74,Llerena,6,Badajoz
105,Puebla del Maestre,6,Badajoz
86,Montemolín,6,Badajoz
86,Montemolín,6,Badajoz
134,Trasierra,6,Badajoz
59,Granja de Torrehermosa,6,Badajoz
101,Peraleda del Zaucejo,6,Badajoz
14,Azuaga,6,Badajoz
144,Valverde de Llerena,6,Badajoz
77,Malcocinado,6,Badajoz
14,Azuaga,6,Badajoz
19,Berlanga,6,Badajoz
76,Maguilla,6,Badajoz
3,Ahillones,6,Badajoz
150,Villagarcía de la Torre,6,Badajoz
34,Casas de Reina,6,Badajoz
110,Reina,6,Badajoz
53,Fuente del Arco,6,Badajoz
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
10,Bunyola,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
61,Sóller,7,Illes Balears
61,Sóller,7,Illes Balears
61,Sóller,7,Illes Balears
25,Fornalutx,7,Illes Balears
10,Bunyola,7,Illes Balears
40,Palma,7,Illes Balears
47,Sencelles,7,Illes Balears
36,Marratxí,7,Illes Balears
53,Santa Eugènia,7,Illes Balears
47,Sencelles,7,Illes Balears
47,Sencelles,7,Illes Balears
17,Costitx,7,Illes Balears
5,Andratx,7,Illes Balears
5,Andratx,7,Illes Balears
5,Andratx,7,Illes Balears
11,Calvià,7,Illes Balears
5,Andratx,7,Illes Balears
63,Valldemossa,7,Illes Balears
61,Sóller,7,Illes Balears
18,Deià,7,Illes Balears
11,Calvià,7,Illes Balears
11,Calvià,7,Illes Balears
11,Calvià,7,Illes Balears
11,Calvià,7,Illes Balears
63,Valldemossa,7,Illes Balears
7,Banyalbufar,7,Illes Balears
20,Esporles,7,Illes Balears
7,Banyalbufar,7,Illes Balears
21,Estellencs,7,Illes Balears
10,Bunyola,7,Illes Balears
45,Puigpunyent,7,Illes Balears
45,Puigpunyent,7,Illes Balears
11,Calvià,7,Illes Balears
40,Palma,7,Illes Balears
40,Palma,7,Illes Balears
22,Felanitx,7,Illes Balears
22,Felanitx,7,Illes Balears
22,Felanitx,7,Illes Balears
4,Algaida,7,Illes Balears
4,Algaida,7,Illes Balears
38,Montuïri,7,Illes Balears
49,Sant Joan,7,Illes Balears
65,Vilafranca de Bonany,7,Illes Balears
901,Ariany,7,Illes Balears
43,Porreres,7,Illes Balears
27,Inca,7,Illes Balears
12,Campanet,7,Illes Balears
9,Búger,7,Illes Balears
34,Mancor de la Vall,7,Illes Balears
58,Selva,7,Illes Balears
58,Selva,7,Illes Balears
19,Escorca,7,Illes Balears
58,Selva,7,Illes Balears
56,Santa María del Camí,7,Illes Balears
16,Consell,7,Illes Balears
1,Alaró,7,Illes Balears
10,Bunyola,7,Illes Balears
8,Binissalem,7,Illes Balears
29,Lloseta,7,Illes Balears
58,Selva,7,Illes Balears
3,Alcúdia,7,Illes Balears
44,Sa Pobla,7,Illes Balears
30,Llubí,7,Illes Balears
39,Muro,7,Illes Balears
55,Santa Margalida,7,Illes Balears
39,Muro,7,Illes Balears
55,Santa Margalida,7,Illes Balears
55,Santa Margalida,7,Illes Balears
42,Pollença,7,Illes Balears
42,Pollença,7,Illes Balears
42,Pollença,7,Illes Balears
33,Manacor,7,Illes Balears
33,Manacor,7,Illes Balears
60,Sineu,7,Illes Balears
47,Sencelles,7,Illes Balears
28,Lloret de Vistalegre,7,Illes Balears
35,Maria de la Salut,7,Illes Balears
41,Petra,7,Illes Balears
901,Ariany,7,Illes Balears
51,Sant Llorenç des Cardassar,7,Illes Balears
51,Sant Llorenç des Cardassar,7,Illes Balears
62,Son Servera,7,Illes Balears
62,Son Servera,7,Illes Balears
57,Santanyí,7,Illes Balears
62,Son Servera,7,Illes Balears
51,Sant Llorenç des Cardassar,7,Illes Balears
6,Artà,7,Illes Balears
6,Artà,7,Illes Balears
14,Capdepera,7,Illes Balears
14,Capdepera,7,Illes Balears
14,Capdepera,7,Illes Balears
40,Palma,7,Illes Balears
31,Llucmajor,7,Illes Balears
40,Palma,7,Illes Balears
31,Llucmajor,7,Illes Balears
40,Palma,7,Illes Balears
31,Llucmajor,7,Illes Balears
4,Algaida,7,Illes Balears
13,Campos,7,Illes Balears
59,ses Salines,7,Illes Balears
13,Campos,7,Illes Balears
31,Llucmajor,7,Illes Balears
13,Campos,7,Illes Balears
59,ses Salines,7,Illes Balears
57,Santanyí,7,Illes Balears
57,Santanyí,7,Illes Balears
57,Santanyí,7,Illes Balears
57,Santanyí,7,Illes Balears
22,Felanitx,7,Illes Balears
22,Felanitx,7,Illes Balears
33,Manacor,7,Illes Balears
33,Manacor,7,Illes Balears
51,Sant Llorenç des Cardassar,7,Illes Balears
33,Manacor,7,Illes Balears
33,Manacor,7,Illes Balears
57,Santanyí,7,Illes Balears
57,Santanyí,7,Illes Balears
32,Maó-Mahón,7,Illes Balears
32,Maó-Mahón,7,Illes Balears
32,Maó-Mahón,7,Illes Balears
32,Maó-Mahón,7,Illes Balears
52,Sant Lluís,7,Illes Balears
52,Sant Lluís,7,Illes Balears
32,Maó-Mahón,7,Illes Balears
52,Sant Lluís,7,Illes Balears
32,Maó-Mahón,7,Illes Balears
64,es Castell,7,Illes Balears
49,Sant Joan,7,Illes Balears
2,Alaior,7,Illes Balears
37,Es Mercadal,7,Illes Balears
37,Es Mercadal,7,Illes Balears
902,Es Migjorn Gran,7,Illes Balears
62,Son Servera,7,Illes Balears
15,Ciutadella de Menorca,7,Illes Balears
23,Ferreries,7,Illes Balears
57,Santanyí,7,Illes Balears
15,Ciutadella de Menorca,7,Illes Balears
15,Ciutadella de Menorca,7,Illes Balears
46,Sant Antoni de Portmany,7,Illes Balears
26,Eivissa,7,Illes Balears
54,Santa Eulària des Riu,7,Illes Balears
50,Sant Joan de Labritja,7,Illes Balears
50,Sant Joan de Labritja,7,Illes Balears
50,Sant Joan de Labritja,7,Illes Balears
54,Santa Eulària des Riu,7,Illes Balears
50,Sant Joan de Labritja,7,Illes Balears
46,Sant Antoni de Portmany,7,Illes Balears
48,Sant Josep de sa Talaia,7,Illes Balears
48,Sant Josep de sa Talaia,7,Illes Balears
54,Santa Eulària des Riu,7,Illes Balears
46,Sant Antoni de Portmany,7,Illes Balears
46,Sant Antoni de Portmany,7,Illes Balears
48,Sant Josep de sa Talaia,7,Illes Balears
48,Sant Josep de sa Talaia,7,Illes Balears
48,Sant Josep de sa Talaia,7,Illes Balears
54,Santa Eulària des Riu,7,Illes Balears
54,Santa Eulària des Riu,7,Illes Balears
54,Santa Eulària des Riu,7,Illes Balears
57,Santanyí,7,Illes Balears
24,Formentera,7,Illes Balears
24,Formentera,7,Illes Balears
24,Formentera,7,Illes Balears
24,Formentera,7,Illes Balears
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
19,Barcelona,8,Barcelona
124,Mollet del Vallès,8,Barcelona
124,Mollet del Vallès,8,Barcelona
209,Sant Fost de Campsentelles,8,Barcelona
256,Santa Maria de Martorelles,8,Barcelona
115,Martorelles,8,Barcelona
125,Montcada i Reixac,8,Barcelona
105,La Llagosta,8,Barcelona
260,Santa Perpètua de Mogoda,8,Barcelona
33,Caldes de Montbui,8,Barcelona
87,Gallifa,8,Barcelona
79,L'Estany,8,Barcelona
159,Parets del Vallès,8,Barcelona
135,Montmeló,8,Barcelona
184,Rubí,8,Barcelona
136,Montornès del Vallès,8,Barcelona
205,Sant Cugat del Vallès,8,Barcelona
205,Sant Cugat del Vallès,8,Barcelona
205,Sant Cugat del Vallès,8,Barcelona
205,Sant Cugat del Vallès,8,Barcelona
70,Collsuspina,8,Barcelona
138,Moià,8,Barcelona
267,Sentmenat,8,Barcelona
210,Sant Feliu de Codines,8,Barcelona
64,Castellterçol,8,Barcelona
55,Castellcir,8,Barcelona
95,Granera,8,Barcelona
79,L'Estany,8,Barcelona
156,Palau-solità i Plegamans,8,Barcelona
108,Lliçà de Vall,8,Barcelona
107,Lliçà d'Amunt,8,Barcelona
248,Santa Eulàlia de Ronçana,8,Barcelona
296,Vallromanes,8,Barcelona
239,Sant Quirze Safaja,8,Barcelona
205,Sant Cugat del Vallès,8,Barcelona
